Plantation year,Plot,height (cm),canopy width 1 (cm),canopy width 2 (cm),crown area (m2),CD Chatting (m),Chatting AGB       (kg),Chatting AGB (Mg/ha),Comley & McGuinness planted BGB            (kg),Comley & McGuinness planted BGB    (Mg/ha),Total tree (kg),Total tree (Mg/ha),Chatting AGC       (kg C),Chatting AGC (Mg C/ha),Comley & McGuinness planted BGC           (kg C),Comley & McGuinness planted BGC    (Mg C/ha),Total tree (kg C),Total tree (Mg C/ha),plot size (m2)
2017,19,148,35,33,0.091,0.34,0.158,0.01,0.145,0.009,0.303,0.02,0.076,0.005,0.057,0.004,0.132,0.009,153.938
2017,19,148,34,25,0.068,0.3,0.116,0.008,0.107,0.007,0.224,0.015,0.056,0.004,0.042,0.003,0.098,0.006,153.938
2017,1_new,147,73,89,0.515,0.81,1.01,0.402,0.932,0.371,1.941,0.772,0.485,0.193,0.363,0.145,0.848,0.337,25.133
2017,3_new,147,82,76,0.49,0.79,0.957,0.381,0.883,0.351,1.84,0.732,0.459,0.183,0.344,0.137,0.804,0.32,25.133
2017,3_new,147,82,64,0.419,0.73,0.808,0.322,0.746,0.297,1.554,0.618,0.388,0.154,0.291,0.116,0.679,0.27,25.133
2010,4,147,180,136,1.961,1.58,4.218,0.274,3.893,0.253,8.112,0.527,2.025,0.132,1.518,0.099,3.543,0.23,153.938
2010,7,147,158,156,1.936,1.57,4.161,0.27,3.841,0.25,8.002,0.52,1.997,0.13,1.498,0.097,3.495,0.227,153.938
2010,1,147,198,107,1.827,1.53,3.91,0.254,3.609,0.234,7.519,0.488,1.877,0.122,1.408,0.091,3.284,0.213,153.938
2017,1_new,147,54,59,0.251,0.57,0.467,0.186,0.431,0.172,0.898,0.357,0.224,0.089,0.168,0.067,0.392,0.156,25.133
2017,17,147,79,73,0.454,0.76,0.881,0.057,0.813,0.053,1.694,0.11,0.423,0.027,0.317,0.021,0.74,0.048,153.938
2017,20,147,30,25,0.059,0.28,0.1,0.013,0.092,0.012,0.192,0.025,0.048,0.006,0.036,0.005,0.084,0.011,76.969
2017,3_new,146,83,63,0.419,0.73,0.808,0.322,0.746,0.297,1.554,0.618,0.388,0.154,0.291,0.116,0.679,0.27,25.133
2017,1_new,146,62,46,0.229,0.54,0.424,0.169,0.391,0.156,0.815,0.324,0.203,0.081,0.153,0.061,0.356,0.142,25.133
2010,2,146,150,97,1.198,1.24,2.49,0.162,2.298,0.149,4.788,0.311,1.195,0.078,0.896,0.058,2.091,0.136,153.938
2017,16,146,76,78,0.466,0.77,0.906,0.059,0.836,0.054,1.742,0.113,0.435,0.028,0.326,0.021,0.761,0.049,153.938
2017,16,146,77,70,0.424,0.74,0.82,0.053,0.757,0.049,1.577,0.102,0.394,0.026,0.295,0.019,0.689,0.045,153.938
