year,name,species,Plot, d30 , Height (m) , Height (cm) , Crown Dia (m) , Crown Dia (cm) , Crown Circum. (cm)  , LOG AGB AVI , Aboveground biomass (Kg) , Aboveground biomass (t/ha) , Belowground biomass (Kg) , Belowground biomass (t/ha) , Total biomass per ha (t/ha) , AGC (Kg) , BGC (Kg) , Total C (Kg) , Total C (t/ha) ," Btree l,j,p,i "
2018,2018 Sample Plot # 03,Avi,2018_2018 Sample Plot # 03_Avi, 2.10 , 0.30 , 30.00 , 0.94 , 94 , 295 , 0.14 , 1.38 , 0.06 , 1.28 , 0.05 , 0.11 , 0.66 , 0.50 , 1.16 , 0.05 , 2.66 
2018,2018 Sample Plot # 03,Avi,2018_2018 Sample Plot # 03_Avi, 2.10 , 0.60 , 60.00 , 0.76 , 76 , 239 , (0.05), 0.88 , 0.04 , 0.81 , 0.03 , 0.07 , 0.42 , 0.32 , 0.74 , 0.03 , 1.70 
2018,2018 Sample Plot # 03,Avi,2018_2018 Sample Plot # 03_Avi, 2.10 , 0.50 , 50.00 , 0.64 , 64 , 200 , (0.22), 0.60 , 0.02 , 0.56 , 0.02 , 0.05 , 0.29 , 0.22 , 0.51 , 0.02 , 1.16 
2018,2018 Sample Plot # 03,C,2018_2018 Sample Plot # 03_C, 1.56 , 0.91 , 91.00 , 0.32 , 32 , 100 ,, 2.47 , 0.10 , 1.56 , 0.06 , 0.16 , 1.19 , 0.61 , 1.79 , 0.07 , 4.03 
2018,2018 Sample Plot # 03,Avi,2018_2018 Sample Plot # 03_Avi, 1.70 , 0.40 , 40.00 , 0.95 , 95 , 300 , 0.16 , 1.44 , 0.06 , 1.33 , 0.05 , 0.11 , 0.69 , 0.52 , 1.21 , 0.05 , 2.76 
2018,2018 Sample Plot # 03,Avi,2018_2018 Sample Plot # 03_Avi, 3.00 , 1.00 , 100.00 , 1.75 , 175 , 550 , 0.72 , 5.25 , 0.21 , 4.85 , 0.19 , 0.40 , 2.52 , 1.89 , 4.41 , 0.18 , 10.10 
2018,2018 Sample Plot # 03,C,2018_2018 Sample Plot # 03_C, 1.17 , 0.30 , 30.00 , 0.25 , 25 , 80 ,, 1.20 , 0.05 , 0.79 , 0.03 , 0.08 , 0.57 , 0.31 , 0.88 , 0.04 , 1.99 
2018,2018 Sample Plot # 04,C,2018_2018 Sample Plot # 04_C, 1.00 , 1.00 , 100.00 , 0.29 , 29 , 90 ,, 0.81 , 0.03 , 0.54 , 0.02 , 0.05 , 0.39 , 0.21 , 0.60 , 0.02 , 1.35 
2018,2018 Sample Plot # 04,C,2018_2018 Sample Plot # 04_C, 1.30 , 0.80 , 80.00 , 0.38 , 38 , 120 ,, 1.56 , 0.06 , 1.01 , 0.04 , 0.10 , 0.75 , 0.39 , 1.14 , 0.05 , 2.57 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 1.30 , 1.50 , 150.00 , 1.15 , 115 , 360 , 0.33 , 2.12 , 0.08 , 1.96 , 0.08 , 0.16 , 1.02 , 0.76 , 1.78 , 0.07 , 4.08 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 1.40 , 1.50 , 150.00 , 1.15 , 115 , 360 , 0.33 , 2.12 , 0.08 , 1.96 , 0.08 , 0.16 , 1.02 , 0.76 , 1.78 , 0.07 , 4.08 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 2.10 , 1.50 , 150.00 , 0.60 , 60 , 190 , (0.27), 0.54 , 0.02 , 0.50 , 0.02 , 0.04 , 0.26 , 0.19 , 0.45 , 0.02 , 1.04 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 2.00 , 0.80 , 80.00 , 1.11 , 111 , 350 , 0.30 , 2.00 , 0.08 , 1.84 , 0.07 , 0.15 , 0.96 , 0.72 , 1.68 , 0.07 , 3.84 
2018,2018 Sample Plot # 04,C,2018_2018 Sample Plot # 04_C, 1.26 , 0.40 , 40.00 , 0.32 , 32 , 100 ,, 1.44 , 0.06 , 0.94 , 0.04 , 0.10 , 0.69 , 0.37 , 1.06 , 0.04 , 2.38 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 2.40 , 1.00 , 100.00 , 0.73 , 73 , 230 , (0.09), 0.81 , 0.03 , 0.75 , 0.03 , 0.06 , 0.39 , 0.29 , 0.68 , 0.03 , 1.56 
2018,2018 Sample Plot # 04,C,2018_2018 Sample Plot # 04_C, 1.23 , 0.60 , 60.00 , 0.35 , 35 , 110 ,, 1.36 , 0.05 , 0.89 , 0.04 , 0.09 , 0.65 , 0.35 , 1.00 , 0.04 , 2.25 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 2.90 , 0.50 , 50.00 , 1.37 , 137 , 430 , 0.49 , 3.10 , 0.12 , 2.86 , 0.11 , 0.24 , 1.49 , 1.12 , 2.61 , 0.10 , 5.96 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 2.30 , 0.50 , 50.00 , 1.37 , 137 , 430 , 0.49 , 3.10 , 0.12 , 2.86 , 0.11 , 0.24 , 1.49 , 1.12 , 2.61 , 0.10 , 5.96 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 1.20 , 0.60 , 60.00 , 0.81 , 81 , 255 , 0.01 , 1.01 , 0.04 , 0.94 , 0.04 , 0.08 , 0.49 , 0.37 , 0.85 , 0.03 , 1.95 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 1.20 , 0.70 , 70.00 , 1.34 , 134 , 421 , 0.47 , 2.97 , 0.12 , 2.74 , 0.11 , 0.23 , 1.42 , 1.07 , 2.49 , 0.10 , 5.71 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 1.30 , 0.55 , 55.00 , 0.73 , 73 , 229 , (0.09), 0.81 , 0.03 , 0.74 , 0.03 , 0.06 , 0.39 , 0.29 , 0.68 , 0.03 , 1.55 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 1.70 , 0.80 , 80.00 , 0.96 , 96 , 301 , 0.16 , 1.45 , 0.06 , 1.33 , 0.05 , 0.11 , 0.69 , 0.52 , 1.21 , 0.05 , 2.78 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 1.20 , 0.75 , 75.00 , 0.63 , 63 , 199 , (0.22), 0.60 , 0.02 , 0.55 , 0.02 , 0.05 , 0.29 , 0.21 , 0.50 , 0.02 , 1.15 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 1.80 , 0.65 , 65.00 , 0.88 , 88 , 276 , 0.08 , 1.20 , 0.05 , 1.11 , 0.04 , 0.09 , 0.58 , 0.43 , 1.01 , 0.04 , 2.31 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 4.10 , 0.50 , 50.00 , 1.11 , 111 , 350 , 0.30 , 2.00 , 0.08 , 1.84 , 0.07 , 0.15 , 0.96 , 0.72 , 1.68 , 0.07 , 3.84 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 3.00 , 0.50 , 50.00 , 1.11 , 111 , 350 , 0.30 , 2.00 , 0.08 , 1.84 , 0.07 , 0.15 , 0.96 , 0.72 , 1.68 , 0.07 , 3.84 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 1.90 , 0.70 , 70.00 , 0.76 , 76 , 240 , (0.05), 0.89 , 0.04 , 0.82 , 0.03 , 0.07 , 0.43 , 0.32 , 0.75 , 0.03 , 1.71 
2018,2018 Sample Plot # 04,C,2018_2018 Sample Plot # 04_C, 1.10 , 1.00 , 100.00 , 0.38 , 38 , 120 ,, 1.03 , 0.04 , 0.68 , 0.03 , 0.07 , 0.49 , 0.27 , 0.76 , 0.03 , 1.71 
2018,2018 Sample Plot # 04,C,2018_2018 Sample Plot # 04_C, 1.21 , 1.00 , 100.00 , 0.41 , 41 , 130 ,, 1.30 , 0.05 , 0.85 , 0.03 , 0.09 , 0.63 , 0.33 , 0.96 , 0.04 , 2.16 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 1.30 , 0.90 , 90.00 , 1.69 , 169 , 530 , 0.69 , 4.85 , 0.19 , 4.48 , 0.18 , 0.37 , 2.33 , 1.75 , 4.08 , 0.16 , 9.33 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 1.30 , 0.90 , 90.00 , 1.69 , 169 , 530 , 0.69 , 4.85 , 0.19 , 4.48 , 0.18 , 0.37 , 2.33 , 1.75 , 4.08 , 0.16 , 9.33 
2018,2018 Sample Plot # 04,C,2018_2018 Sample Plot # 04_C, 1.43 , 1.00 , 100.00 , 0.38 , 38 , 120 ,, 1.98 , 0.08 , 1.27 , 0.05 , 0.13 , 0.95 , 0.49 , 1.45 , 0.06 , 3.25 
2018,2018 Sample Plot # 04,Ag,2018_2018 Sample Plot # 04_Ag, 1.56 , 1.00 , 100.00 , 0.92 , 92 , 290 ,, 2.47 , 0.10 , 1.56 , 0.06 , 0.16 , 1.19 , 0.61 , 1.79 , 0.07 , 4.03 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 1.60 , 1.30 , 130.00 , 2.23 , 223 , 700 , 0.94 , 8.80 , 0.35 , 8.12 , 0.32 , 0.68 , 4.22 , 3.17 , 7.39 , 0.30 , 16.92 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 1.20 , 1.30 , 130.00 , 2.23 , 223 , 700 , 0.94 , 8.80 , 0.35 , 8.12 , 0.32 , 0.68 , 4.22 , 3.17 , 7.39 , 0.30 , 16.92 
2018,2018 Sample Plot # 04,C,2018_2018 Sample Plot # 04_C, 1.73 , 0.70 , 70.00 , 0.41 , 41 , 130 ,, 3.20 , 0.13 , 1.99 , 0.08 , 0.21 , 1.54 , 0.78 , 2.32 , 0.09 , 5.20 
2018,2018 Sample Plot # 04,C,2018_2018 Sample Plot # 04_C, 1.63 , 0.70 , 70.00 , 0.41 , 41 , 130 ,, 2.76 , 0.11 , 1.73 , 0.07 , 0.18 , 1.32 , 0.68 , 2.00 , 0.08 , 4.49 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 2.30 , 0.50 , 50.00 , 1.43 , 143 , 450 , 0.53 , 3.42 , 0.14 , 3.16 , 0.13 , 0.26 , 1.64 , 1.23 , 2.87 , 0.11 , 6.57 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 3.10 , 0.50 , 50.00 , 1.43 , 143 , 450 , 0.53 , 3.42 , 0.14 , 3.16 , 0.13 , 0.26 , 1.64 , 1.23 , 2.87 , 0.11 , 6.57 
2018,2018 Sample Plot # 04,C,2018_2018 Sample Plot # 04_C, 1.82 , 0.40 , 40.00 , 0.32 , 32 , 100 ,, 3.64 , 0.15 , 2.25 , 0.09 , 0.24 , 1.75 , 0.88 , 2.62 , 0.10 , 5.89 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 2.70 , 0.50 , 50.00 , 1.15 , 115 , 360 , 0.33 , 2.12 , 0.08 , 1.96 , 0.08 , 0.16 , 1.02 , 0.76 , 1.78 , 0.07 , 4.08 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 1.60 , 1.40 , 140.00 , 1.08 , 108 , 340 , 0.27 , 1.88 , 0.08 , 1.73 , 0.07 , 0.14 , 0.90 , 0.68 , 1.58 , 0.06 , 3.61 
2018,2018 Sample Plot # 04,C,2018_2018 Sample Plot # 04_C, 1.62 , 0.50 , 50.00 , 0.38 , 38 , 120 ,, 2.72 , 0.11 , 1.71 , 0.07 , 0.18 , 1.30 , 0.67 , 1.97 , 0.08 , 4.42 
2018,2018 Sample Plot # 04,C,2018_2018 Sample Plot # 04_C, 1.60 , 0.50 , 50.00 , 0.35 , 35 , 110 ,, 2.63 , 0.11 , 1.66 , 0.07 , 0.17 , 1.26 , 0.65 , 1.91 , 0.08 , 4.29 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 2.90 , 0.90 , 90.00 , 1.02 , 102 , 320 , 0.22 , 1.65 , 0.07 , 1.52 , 0.06 , 0.13 , 0.79 , 0.59 , 1.38 , 0.06 , 3.17 
2018,2018 Sample Plot # 04,C,2018_2018 Sample Plot # 04_C, 1.76 , 0.30 , 30.00 , 0.25 , 25 , 80 ,, 3.34 , 0.13 , 2.08 , 0.08 , 0.22 , 1.61 , 0.81 , 2.42 , 0.10 , 5.42 
2018,2018 Sample Plot # 04,C,2018_2018 Sample Plot # 04_C, 1.58 , 0.30 , 30.00 , 0.19 , 19 , 60 ,, 2.55 , 0.10 , 1.61 , 0.06 , 0.17 , 1.22 , 0.63 , 1.85 , 0.07 , 4.16 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 2.70 , 1.00 , 100.00 , 0.95 , 95 , 300 , 0.16 , 1.44 , 0.06 , 1.33 , 0.05 , 0.11 , 0.69 , 0.52 , 1.21 , 0.05 , 2.76 
2018,2018 Sample Plot # 04,C,2018_2018 Sample Plot # 04_C, 1.49 , 0.50 , 50.00 , 0.41 , 41 , 130 ,, 2.20 , 0.09 , 1.40 , 0.06 , 0.14 , 1.06 , 0.55 , 1.60 , 0.06 , 3.60 
2018,2018 Sample Plot # 04,Avi,2018_2018 Sample Plot # 04_Avi, 1.70 , 0.60 , 60.00 , 1.11 , 111 , 350 , 0.30 , 2.00 , 0.08 , 1.84 , 0.07 , 0.15 , 0.96 , 0.72 , 1.68 , 0.07 , 3.84 
2018,2018 Sample Plot # 04,C,2018_2018 Sample Plot # 04_C, 1.64 , 0.50 , 50.00 , 0.29 , 29 , 90 ,, 2.80 , 0.11 , 1.76 , 0.07 , 0.18 , 1.34 , 0.69 , 2.03 , 0.08 , 4.56 
2018,2018 Sample Plot # 05,Avi,2018_2018 Sample Plot # 05_Avi, 3.30 , 0.90 , 90.00 , 0.29 , 29 , 90 , (0.96), 0.11 , 0.00 , 0.10 , 0.00 , 0.01 , 0.05 , 0.04 , 0.09 , 0.00 , 0.21 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 2.00 , 0.70 , 70.00 , 0.51 , 51 , 160 ,, 4.61 , 0.18 , 2.81 , 0.11 , 0.30 , 2.21 , 1.10 , 3.31 , 0.13 , 7.43 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.19 , 1.00 , 100.00 , 0.45 , 45 , 140 ,, 1.25 , 0.05 , 0.82 , 0.03 , 0.08 , 0.60 , 0.32 , 0.92 , 0.04 , 2.07 
2018,2018 Sample Plot # 05,Avi,2018_2018 Sample Plot # 05_Avi, 3.10 , 1.20 , 120.00 , 1.50 , 150 , 470 , 0.57 , 3.75 , 0.15 , 3.46 , 0.14 , 0.29 , 1.80 , 1.35 , 3.15 , 0.13 , 7.22 
2018,2018 Sample Plot # 05,Avi,2018_2018 Sample Plot # 05_Avi, 3.20 , 1.20 , 120.00 , 1.50 , 150 , 470 , 0.57 , 3.75 , 0.15 , 3.46 , 0.14 , 0.29 , 1.80 , 1.35 , 3.15 , 0.13 , 7.22 
2018,2018 Sample Plot # 05,Avi,2018_2018 Sample Plot # 05_Avi, 2.20 , 1.00 , 100.00 , 1.81 , 181 , 570 , 0.75 , 5.67 , 0.23 , 5.23 , 0.21 , 0.44 , 2.72 , 2.04 , 4.76 , 0.19 , 10.90 
2018,2018 Sample Plot # 05,Avi,2018_2018 Sample Plot # 05_Avi, 2.40 , 1.00 , 100.00 , 1.81 , 181 , 570 , 0.75 , 5.67 , 0.23 , 5.23 , 0.21 , 0.44 , 2.72 , 2.04 , 4.76 , 0.19 , 10.90 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.34 , 0.65 , 65.00 , 0.46 , 46 , 145 ,, 1.68 , 0.07 , 1.09 , 0.04 , 0.11 , 0.81 , 0.42 , 1.23 , 0.05 , 2.77 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.41 , 1.00 , 100.00 , 0.45 , 45 , 140 ,, 1.91 , 0.08 , 1.23 , 0.05 , 0.13 , 0.92 , 0.48 , 1.40 , 0.06 , 3.14 
2018,2018 Sample Plot # 05,Avi,2018_2018 Sample Plot # 05_Avi, 3.80 , 1.50 , 150.00 , 1.40 , 140 , 440 , 0.51 , 3.26 , 0.13 , 3.01 , 0.12 , 0.25 , 1.56 , 1.17 , 2.74 , 0.11 , 6.27 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.21 , 0.70 , 70.00 , 0.49 , 49 , 155 ,, 1.30 , 0.05 , 0.85 , 0.03 , 0.09 , 0.63 , 0.33 , 0.96 , 0.04 , 2.16 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.29 , 0.90 , 90.00 , 0.32 , 32 , 100 ,, 1.53 , 0.06 , 0.99 , 0.04 , 0.10 , 0.73 , 0.39 , 1.12 , 0.04 , 2.52 
2018,2018 Sample Plot # 05,Avi,2018_2018 Sample Plot # 05_Avi, 4.60 , 1.00 , 100.00 , 1.53 , 153 , 480 , 0.59 , 3.92 , 0.16 , 3.62 , 0.14 , 0.30 , 1.88 , 1.41 , 3.30 , 0.13 , 7.55 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.24 , 0.70 , 70.00 , 0.51 , 51 , 160 ,, 1.39 , 0.06 , 0.90 , 0.04 , 0.09 , 0.67 , 0.35 , 1.02 , 0.04 , 2.29 
2018,2018 Sample Plot # 05,Avi,2018_2018 Sample Plot # 05_Avi, 6.60 , 1.00 , 100.00 , 2.01 , 201 , 630 , 0.85 , 7.02 , 0.28 , 6.48 , 0.26 , 0.54 , 3.37 , 2.53 , 5.90 , 0.24 , 13.51 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.31 , 0.55 , 55.00 , 0.45 , 45 , 140 ,, 1.59 , 0.06 , 1.03 , 0.04 , 0.10 , 0.76 , 0.40 , 1.17 , 0.05 , 2.62 
2018,2018 Sample Plot # 05,Avi,2018_2018 Sample Plot # 05_Avi, 2.40 , 1.00 , 100.00 , 1.50 , 150 , 470 , 0.57 , 3.75 , 0.15 , 3.46 , 0.14 , 0.29 , 1.80 , 1.35 , 3.15 , 0.13 , 7.22 
2018,2018 Sample Plot # 05,Avi,2018_2018 Sample Plot # 05_Avi, 1.60 , 1.10 , 110.00 , 2.16 , 216 , 680 , 0.92 , 8.27 , 0.33 , 7.63 , 0.31 , 0.64 , 3.97 , 2.98 , 6.95 , 0.28 , 15.90 
2018,2018 Sample Plot # 05,Avi,2018_2018 Sample Plot # 05_Avi, 4.60 , 1.10 , 110.00 , 2.16 , 216 , 680 , 0.92 , 8.27 , 0.33 , 7.63 , 0.31 , 0.64 , 3.97 , 2.98 , 6.95 , 0.28 , 15.90 
2018,2018 Sample Plot # 05,Avi,2018_2018 Sample Plot # 05_Avi, 3.90 , 1.10 , 110.00 , 2.16 , 216 , 680 , 0.92 , 8.27 , 0.33 , 7.63 , 0.31 , 0.64 , 3.97 , 2.98 , 6.95 , 0.28 , 15.90 
2018,2018 Sample Plot # 05,Avi,2018_2018 Sample Plot # 05_Avi, 1.60 , 0.90 , 90.00 , 1.88 , 188 , 590 , 0.79 , 6.10 , 0.24 , 5.63 , 0.23 , 0.47 , 2.93 , 2.20 , 5.13 , 0.21 , 11.74 
2018,2018 Sample Plot # 05,Avi,2018_2018 Sample Plot # 05_Avi, 3.20 , 0.90 , 90.00 , 1.88 , 188 , 590 , 0.79 , 6.10 , 0.24 , 5.63 , 0.23 , 0.47 , 2.93 , 2.20 , 5.13 , 0.21 , 11.74 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.15 , 0.50 , 50.00 , 0.35 , 35 , 110 ,, 1.15 , 0.05 , 0.76 , 0.03 , 0.08 , 0.55 , 0.30 , 0.85 , 0.03 , 1.90 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.17 , 1.00 , 100.00 , 0.25 , 25 , 80 ,, 1.20 , 0.05 , 0.79 , 0.03 , 0.08 , 0.57 , 0.31 , 0.88 , 0.04 , 1.99 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.07 , 0.70 , 70.00 , 0.51 , 51 , 160 ,, 0.96 , 0.04 , 0.64 , 0.03 , 0.06 , 0.46 , 0.25 , 0.71 , 0.03 , 1.59 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.61 , 0.40 , 40.00 , 0.25 , 25 , 80 ,, 2.67 , 0.11 , 1.68 , 0.07 , 0.17 , 1.28 , 0.66 , 1.94 , 0.08 , 4.36 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.53 , 0.30 , 30.00 , 0.32 , 32 , 100 ,, 2.35 , 0.09 , 1.49 , 0.06 , 0.15 , 1.13 , 0.58 , 1.71 , 0.07 , 3.84 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.47 , 0.50 , 50.00 , 0.49 , 49 , 155 ,, 2.13 , 0.09 , 1.35 , 0.05 , 0.14 , 1.02 , 0.53 , 1.55 , 0.06 , 3.48 
2018,2018 Sample Plot # 05,Avi,2018_2018 Sample Plot # 05_Avi, 1.70 , 0.70 , 70.00 , 0.73 , 73 , 230 , (0.09), 0.81 , 0.03 , 0.75 , 0.03 , 0.06 , 0.39 , 0.29 , 0.68 , 0.03 , 1.56 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.39 , 0.50 , 50.00 , 0.22 , 22 , 70 ,, 1.85 , 0.07 , 1.19 , 0.05 , 0.12 , 0.89 , 0.46 , 1.35 , 0.05 , 3.03 
2018,2018 Sample Plot # 05,Avi,2018_2018 Sample Plot # 05_Avi, 1.40 , 0.50 , 50.00 , 0.73 , 73 , 230 , (0.09), 0.81 , 0.03 , 0.75 , 0.03 , 0.06 , 0.39 , 0.29 , 0.68 , 0.03 , 1.56 
2018,2018 Sample Plot # 05,Avi,2018_2018 Sample Plot # 05_Avi, 3.60 , 0.40 , 40.00 , 0.92 , 92 , 290 , 0.13 , 1.34 , 0.05 , 1.23 , 0.05 , 0.10 , 0.64 , 0.48 , 1.12 , 0.04 , 2.57 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.45 , 0.80 , 80.00 , 0.50 , 50 , 158 ,, 2.05 , 0.08 , 1.31 , 0.05 , 0.13 , 0.99 , 0.51 , 1.50 , 0.06 , 3.37 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.13 , 0.72 , 72.00 , 0.47 , 47 , 149 ,, 1.10 , 0.04 , 0.73 , 0.03 , 0.07 , 0.53 , 0.28 , 0.81 , 0.03 , 1.82 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.27 , 0.74 , 74.00 , 0.54 , 54 , 170 ,, 1.47 , 0.06 , 0.96 , 0.04 , 0.10 , 0.71 , 0.37 , 1.08 , 0.04 , 2.43 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.58 , 1.00 , 100.00 , 0.35 , 35 , 110 ,, 2.55 , 0.10 , 1.61 , 0.06 , 0.17 , 1.22 , 0.63 , 1.85 , 0.07 , 4.16 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.64 , 1.00 , 100.00 , 0.29 , 29 , 90 ,, 2.80 , 0.11 , 1.76 , 0.07 , 0.18 , 1.34 , 0.69 , 2.03 , 0.08 , 4.56 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.09 , 0.70 , 70.00 , 0.25 , 25 , 80 ,, 1.00 , 0.04 , 0.67 , 0.03 , 0.07 , 0.48 , 0.26 , 0.74 , 0.03 , 1.67 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.58 , 0.60 , 60.00 , 0.19 , 19 , 60 ,, 2.55 , 0.10 , 1.61 , 0.06 , 0.17 , 1.22 , 0.63 , 1.85 , 0.07 , 4.16 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 0.90 , 1.10 , 110.00 , 0.45 , 45 , 140 ,, 0.62 , 0.02 , 0.42 , 0.02 , 0.04 , 0.30 , 0.16 , 0.46 , 0.02 , 1.04 
2018,2018 Sample Plot # 05,C,2018_2018 Sample Plot # 05_C, 1.10 , 1.00 , 100.00 , 0.32 , 32 , 100 ,, 1.03 , 0.04 , 0.68 , 0.03 , 0.07 , 0.49 , 0.27 , 0.76 , 0.03 , 1.71 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018,2018 Sample Plot # 06,Avi,2018_2018 Sample Plot # 06_Avi, 1.90 , 0.80 , 80.00 , 0.90 , 90 , 283 , 0.10 , 1.26 , 0.05 , 1.17 , 0.05 , 0.10 , 0.61 , 0.46 , 1.06 , 0.04 , 2.43 
2018,2018 Sample Plot # 06,Avi,2018_2018 Sample Plot # 06_Avi, 2.20 , 0.55 , 55.00 , 0.36 , 36 , 113 , (0.75), 0.18 , 0.01 , 0.16 , 0.01 , 0.01 , 0.09 , 0.06 , 0.15 , 0.01 , 0.34 
,,,,,,,,,,,,,,,,,,,,
2018,2018 Sample Plot # 06,Avi,2018_2018 Sample Plot # 06_Avi, 3.20 , 0.45 , 45.00 , 0.87 , 87 , 272 , 0.07 , 1.17 , 0.05 , 1.08 , 0.04 , 0.09 , 0.56 , 0.42 , 0.98 , 0.04 , 2.24 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018,2018 Sample Plot # 06,Avi,2018_2018 Sample Plot # 06_Avi, 3.70 , 0.48 , 48.00 , 0.85 , 85 , 267 , 0.05 , 1.11 , 0.04 , 1.03 , 0.04 , 0.09 , 0.53 , 0.40 , 0.94 , 0.04 , 2.14 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018,2018 Sample Plot # 06,Avi,2018_2018 Sample Plot # 06_Avi, 2.00 , 0.63 , 63.00 , 0.70 , 70 , 220 , (0.13), 0.74 , 0.03 , 0.68 , 0.03 , 0.06 , 0.35 , 0.27 , 0.62 , 0.02 , 1.42 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2018,2018 Sample Plot # 06,Avi,2018_2018 Sample Plot # 06_Avi, 4.70 , 1.10 , 110.00 , 1.25 , 125 , 393 , 0.41 , 2.55 , 0.10 , 2.36 , 0.09 , 0.20 , 1.23 , 0.92 , 2.15 , 0.09 , 4.91 
2018,2018 Sample Plot # 06,Avi,2018_2018 Sample Plot # 06_Avi, 3.20 , 1.25 , 125.00 , 1.40 , 140 , 440 , 0.51 , 3.26 , 0.13 , 3.01 , 0.12 , 0.25 , 1.56 , 1.17 , 2.74 , 0.11 , 6.26 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
