year,name,species,Plot, d30 , Height (m) , Height (cm) , Crown Dia (m) , Crown Dia (cm) , Crown Circum. (cm)  , LOG AGB AVI , Aboveground biomass (Kg) , Aboveground biomass (t/ha) , Belowground biomass (Kg) , Belowground biomass (t/ha) , Total biomass per ha (t/ha) , AGC (Kg) , BGC (Kg) , Total C (Kg) , Total C (t/ha) ," Btree l,j,p,i "
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 2.30 , 1.30 , 130.00 , 0.92 , 92 , 290 , 0.13 , 1.34 , 0.05 , 1.23 , 0.05 , 0.10 , 0.64 , 0.48 , 1.12 , 0.04 , 2.57 
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 2.60 , 1.00 , 100.00 , 1.56 , 156 , 490 , 0.61 , 4.10 , 0.16 , 3.79 , 0.15 , 0.32 , 1.97 , 1.48 , 3.45 , 0.14 , 7.89 
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 4.10 , 1.30 , 130.00 , 1.46 , 146 , 460 , 0.55 , 3.58 , 0.14 , 3.31 , 0.13 , 0.28 , 1.72 , 1.29 , 3.01 , 0.12 , 6.89 
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 1.40 , 1.00 , 100.00 , 0.70 , 70 , 220 , (0.13), 0.74 , 0.03 , 0.68 , 0.03 , 0.06 , 0.35 , 0.27 , 0.62 , 0.02 , 1.42 
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 2.00 , 0.80 , 80.00 , 0.94 , 94 , 295 , 0.14 , 1.38 , 0.06 , 1.28 , 0.05 , 0.11 , 0.66 , 0.50 , 1.16 , 0.05 , 2.66 
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 2.80 , 1.00 , 100.00 , 0.78 , 78 , 245 , (0.03), 0.93 , 0.04 , 0.86 , 0.03 , 0.07 , 0.45 , 0.34 , 0.78 , 0.03 , 1.79 
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 3.10 , 1.00 , 100.00 , 0.91 , 91 , 286 , 0.11 , 1.30 , 0.05 , 1.20 , 0.05 , 0.10 , 0.62 , 0.47 , 1.09 , 0.04 , 2.49 
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 3.70 , 1.40 , 140.00 , 0.81 , 81 , 255 , 0.01 , 1.01 , 0.04 , 0.94 , 0.04 , 0.08 , 0.49 , 0.36 , 0.85 , 0.03 , 1.95 
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 3.70 , 1.30 , 130.00 , 1.43 , 143 , 450 , 0.53 , 3.42 , 0.14 , 3.16 , 0.13 , 0.26 , 1.64 , 1.23 , 2.87 , 0.11 , 6.57 
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 5.80 , 1.00 , 100.00 , 0.95 , 95 , 300 , 0.16 , 1.44 , 0.06 , 1.33 , 0.05 , 0.11 , 0.69 , 0.52 , 1.21 , 0.05 , 2.76 
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 2.30 , 1.30 , 130.00 , 0.65 , 65 , 205 , (0.20), 0.64 , 0.03 , 0.59 , 0.02 , 0.05 , 0.31 , 0.23 , 0.53 , 0.02 , 1.22 
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 1.80 , 0.70 , 70.00 , 0.72 , 72 , 225 , (0.11), 0.78 , 0.03 , 0.72 , 0.03 , 0.06 , 0.37 , 0.28 , 0.65 , 0.03 , 1.49 
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 1.80 , 1.00 , 100.00 , 0.80 , 80 , 250 , (0.01), 0.97 , 0.04 , 0.90 , 0.04 , 0.07 , 0.47 , 0.35 , 0.82 , 0.03 , 1.87 
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 4.30 , 1.00 , 100.00 , 1.08 , 108 , 340 , 0.27 , 1.88 , 0.08 , 1.73 , 0.07 , 0.14 , 0.90 , 0.68 , 1.58 , 0.06 , 3.61 
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 2.25 , 1.40 , 140.00 , 0.78 , 78 , 245 , (0.03), 0.93 , 0.04 , 0.86 , 0.03 , 0.07 , 0.45 , 0.34 , 0.78 , 0.03 , 1.79 
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 3.15 , 0.80 , 80.00 , 0.72 , 72 , 225 , (0.11), 0.78 , 0.03 , 0.72 , 0.03 , 0.06 , 0.37 , 0.28 , 0.65 , 0.03 , 1.49 
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 2.55 , 1.00 , 100.00 , 1.10 , 110 , 345 , 0.29 , 1.94 , 0.08 , 1.79 , 0.07 , 0.15 , 0.93 , 0.70 , 1.63 , 0.07 , 3.72 
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 2.45 , 0.80 , 80.00 , 1.16 , 116 , 365 , 0.34 , 2.18 , 0.09 , 2.02 , 0.08 , 0.17 , 1.05 , 0.79 , 1.83 , 0.07 , 4.20 
2016,2016 Sample Plot # 06,Avi,2016_2016 Sample Plot # 06_Avi, 4.70 , 0.90 , 90.00 , 1.50 , 150 , 470 , 0.57 , 3.75 , 0.15 , 3.46 , 0.14 , 0.29 , 1.80 , 1.35 , 3.15 , 0.13 , 7.22 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.10 , 0.85 , 85.00 , 0.90 , 90 , 283 , 0.10 , 1.26 , 0.05 , 1.17 , 0.05 , 0.10 , 0.61 , 0.46 , 1.06 , 0.04 , 2.43 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.20 , 1.23 , 123.00 , 1.35 , 135 , 424 , 0.48 , 3.01 , 0.12 , 2.78 , 0.11 , 0.23 , 1.45 , 1.08 , 2.53 , 0.10 , 5.79 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.20 , 0.95 , 95.00 , 1.26 , 126 , 396 , 0.41 , 2.60 , 0.10 , 2.40 , 0.10 , 0.20 , 1.25 , 0.94 , 2.18 , 0.09 , 5.00 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.60 , 1.43 , 143.00 , 1.15 , 115 , 361 , 0.33 , 2.14 , 0.09 , 1.97 , 0.08 , 0.16 , 1.03 , 0.77 , 1.80 , 0.07 , 4.11 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.10 , 0.78 , 78.00 , 0.94 , 94 , 295 , 0.14 , 1.39 , 0.06 , 1.28 , 0.05 , 0.11 , 0.67 , 0.50 , 1.17 , 0.05 , 2.67 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 3.10 , 1.45 , 145.00 , 1.28 , 128 , 402 , 0.43 , 2.69 , 0.11 , 2.48 , 0.10 , 0.21 , 1.29 , 0.97 , 2.26 , 0.09 , 5.17 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 4.56 , 0.75 , 75.00 , 3.29 , 329 ," 1,035 ", 1.31 , 20.32 , 0.81 , 18.76 , 0.75 , 1.56 , 9.75 , 7.32 , 17.07 , 0.68 , 39.08 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.50 , 0.95 , 95.00 , 1.58 , 158 , 496 , 0.63 , 4.22 , 0.17 , 3.89 , 0.16 , 0.32 , 2.02 , 1.52 , 3.54 , 0.14 , 8.11 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.80 , 1.10 , 110.00 , 1.05 , 105 , 330 , 0.25 , 1.76 , 0.07 , 1.62 , 0.06 , 0.14 , 0.84 , 0.63 , 1.48 , 0.06 , 3.38 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 4.90 , 1.56 , 156.00 , 1.90 , 190 , 597 , 0.80 , 6.26 , 0.25 , 5.78 , 0.23 , 0.48 , 3.00 , 2.25 , 5.26 , 0.21 , 12.04 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.70 , 0.70 , 70.00 , 1.09 , 109 , 342 , 0.28 , 1.91 , 0.08 , 1.76 , 0.07 , 0.15 , 0.91 , 0.69 , 1.60 , 0.06 , 3.66 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.40 , 0.85 , 85.00 , 1.02 , 102 , 320 , 0.22 , 1.65 , 0.07 , 1.53 , 0.06 , 0.13 , 0.79 , 0.60 , 1.39 , 0.06 , 3.18 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.10 , 0.75 , 75.00 , 0.86 , 86 , 270 , 0.06 , 1.15 , 0.05 , 1.06 , 0.04 , 0.09 , 0.55 , 0.41 , 0.96 , 0.04 , 2.21 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.20 , 1.15 , 115.00 , 1.05 , 105 , 330 , 0.25 , 1.76 , 0.07 , 1.62 , 0.06 , 0.14 , 0.84 , 0.63 , 1.48 , 0.06 , 3.38 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.40 , 0.95 , 95.00 , 0.86 , 86 , 270 , 0.06 , 1.15 , 0.05 , 1.06 , 0.04 , 0.09 , 0.55 , 0.41 , 0.96 , 0.04 , 2.21 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 3.30 , 1.45 , 145.00 , 2.15 , 215 , 676 , 0.91 , 8.15 , 0.33 , 7.53 , 0.30 , 0.63 , 3.91 , 2.94 , 6.85 , 0.27 , 15.68 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.30 , 1.42 , 142.00 , 1.10 , 110 , 346 , 0.29 , 1.94 , 0.08 , 1.79 , 0.07 , 0.15 , 0.93 , 0.70 , 1.63 , 0.07 , 3.74 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.80 , 0.95 , 95.00 , 1.08 , 108 , 339 , 0.27 , 1.87 , 0.07 , 1.72 , 0.07 , 0.14 , 0.90 , 0.67 , 1.57 , 0.06 , 3.59 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.70 , 0.74 , 74.00 , 0.86 , 86 , 270 , 0.06 , 1.15 , 0.05 , 1.06 , 0.04 , 0.09 , 0.55 , 0.41 , 0.96 , 0.04 , 2.21 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.30 , 1.20 , 120.00 , 1.28 , 128 , 402 , 0.43 , 2.69 , 0.11 , 2.48 , 0.10 , 0.21 , 1.29 , 0.97 , 2.26 , 0.09 , 5.17 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.10 , 0.70 , 70.00 , 0.90 , 90 , 283 , 0.10 , 1.26 , 0.05 , 1.17 , 0.05 , 0.10 , 0.61 , 0.46 , 1.06 , 0.04 , 2.43 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.40 , 1.05 , 105.00 , 1.12 , 112 , 352 , 0.31 , 2.02 , 0.08 , 1.86 , 0.07 , 0.16 , 0.97 , 0.73 , 1.70 , 0.07 , 3.88 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.50 , 1.20 , 120.00 , 1.55 , 155 , 487 , 0.61 , 4.05 , 0.16 , 3.74 , 0.15 , 0.31 , 1.94 , 1.46 , 3.40 , 0.14 , 7.79 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.40 , 0.75 , 75.00 , 0.88 , 88 , 276 , 0.08 , 1.21 , 0.05 , 1.11 , 0.04 , 0.09 , 0.58 , 0.43 , 1.01 , 0.04 , 2.32 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.80 , 1.14 , 114.00 , 1.60 , 160 , 503 , 0.64 , 4.33 , 0.17 , 4.00 , 0.16 , 0.33 , 2.08 , 1.56 , 3.64 , 0.15 , 8.33 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.90 , 1.10 , 110.00 , 1.45 , 145 , 456 , 0.55 , 3.51 , 0.14 , 3.24 , 0.13 , 0.27 , 1.68 , 1.26 , 2.95 , 0.12 , 6.75 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 3.10 , 1.35 , 135.00 , 1.10 , 110 , 346 , 0.29 , 1.94 , 0.08 , 1.79 , 0.07 , 0.15 , 0.93 , 0.70 , 1.63 , 0.07 , 3.74 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 4.10 , 1.55 , 155.00 , 2.47 , 247 , 777 , 1.04 , 11.00 , 0.44 , 10.16 , 0.41 , 0.85 , 5.28 , 3.96 , 9.24 , 0.37 , 21.16 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 3.50 , 1.75 , 175.00 , 1.48 , 148 , 465 , 0.56 , 3.67 , 0.15 , 3.39 , 0.14 , 0.28 , 1.76 , 1.32 , 3.08 , 0.12 , 7.05 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.70 , 0.95 , 95.00 , 1.20 , 120 , 377 , 0.37 , 2.34 , 0.09 , 2.16 , 0.09 , 0.18 , 1.12 , 0.84 , 1.97 , 0.08 , 4.50 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.70 , 0.97 , 97.00 , 0.91 , 91 , 286 , 0.11 , 1.30 , 0.05 , 1.20 , 0.05 , 0.10 , 0.62 , 0.47 , 1.09 , 0.04 , 2.49 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.20 , 0.94 , 94.00 , 1.05 , 105 , 330 , 0.25 , 1.76 , 0.07 , 1.62 , 0.06 , 0.14 , 0.84 , 0.63 , 1.48 , 0.06 , 3.38 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.30 , 0.73 , 73.00 , 0.94 , 94 , 295 , 0.14 , 1.39 , 0.06 , 1.28 , 0.05 , 0.11 , 0.67 , 0.50 , 1.17 , 0.05 , 2.67 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.80 , 0.63 , 63.00 , 0.84 , 84 , 264 , 0.04 , 1.09 , 0.04 , 1.01 , 0.04 , 0.08 , 0.52 , 0.39 , 0.92 , 0.04 , 2.10 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.70 , 0.54 , 54.00 , 0.85 , 85 , 267 , 0.05 , 1.12 , 0.04 , 1.03 , 0.04 , 0.09 , 0.54 , 0.40 , 0.94 , 0.04 , 2.15 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.80 , 0.64 , 64.00 , 0.85 , 85 , 267 , 0.05 , 1.12 , 0.04 , 1.03 , 0.04 , 0.09 , 0.54 , 0.40 , 0.94 , 0.04 , 2.15 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.10 , 0.97 , 97.00 , 0.88 , 88 , 276 , 0.08 , 1.21 , 0.05 , 1.11 , 0.04 , 0.09 , 0.58 , 0.43 , 1.01 , 0.04 , 2.32 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.90 , 0.92 , 92.00 , 0.90 , 90 , 283 , 0.10 , 1.26 , 0.05 , 1.17 , 0.05 , 0.10 , 0.61 , 0.46 , 1.06 , 0.04 , 2.43 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.10 , 0.64 , 64.00 , 1.34 , 134 , 421 , 0.47 , 2.96 , 0.12 , 2.74 , 0.11 , 0.23 , 1.42 , 1.07 , 2.49 , 0.10 , 5.70 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.10 , 1.24 , 124.00 , 1.38 , 138 , 434 , 0.50 , 3.16 , 0.13 , 2.91 , 0.12 , 0.24 , 1.52 , 1.14 , 2.65 , 0.11 , 6.07 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.30 , 1.43 , 143.00 , 1.48 , 148 , 465 , 0.56 , 3.67 , 0.15 , 3.39 , 0.14 , 0.28 , 1.76 , 1.32 , 3.08 , 0.12 , 7.05 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.20 , 1.30 , 130.00 , 1.08 , 108 , 339 , 0.27 , 1.87 , 0.07 , 1.72 , 0.07 , 0.14 , 0.90 , 0.67 , 1.57 , 0.06 , 3.59 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.20 , 0.88 , 88.00 , 0.84 , 84 , 264 , 0.04 , 1.09 , 0.04 , 1.01 , 0.04 , 0.08 , 0.52 , 0.39 , 0.92 , 0.04 , 2.10 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.80 , 0.72 , 72.00 , 1.06 , 106 , 333 , 0.25 , 1.80 , 0.07 , 1.66 , 0.07 , 0.14 , 0.86 , 0.65 , 1.51 , 0.06 , 3.45 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.90 , 0.92 , 92.00 , 0.84 , 84 , 264 , 0.04 , 1.09 , 0.04 , 1.01 , 0.04 , 0.08 , 0.52 , 0.39 , 0.92 , 0.04 , 2.10 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.10 , 0.93 , 93.00 , 1.04 , 104 , 327 , 0.24 , 1.72 , 0.07 , 1.59 , 0.06 , 0.13 , 0.83 , 0.62 , 1.45 , 0.06 , 3.31 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.90 , 0.73 , 73.00 , 0.84 , 84 , 264 , 0.04 , 1.09 , 0.04 , 1.01 , 0.04 , 0.08 , 0.52 , 0.39 , 0.92 , 0.04 , 2.10 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.80 , 0.84 , 84.00 , 0.92 , 92 , 289 , 0.12 , 1.33 , 0.05 , 1.22 , 0.05 , 0.10 , 0.64 , 0.48 , 1.11 , 0.04 , 2.55 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.10 , 0.73 , 73.00 , 1.12 , 112 , 352 , 0.31 , 2.02 , 0.08 , 1.86 , 0.07 , 0.16 , 0.97 , 0.73 , 1.70 , 0.07 , 3.88 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.10 , 1.14 , 114.00 , 1.74 , 174 , 547 , 0.71 , 5.19 , 0.21 , 4.79 , 0.19 , 0.40 , 2.49 , 1.87 , 4.36 , 0.17 , 9.97 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.30 , 1.52 , 152.00 , 1.28 , 128 , 402 , 0.43 , 2.69 , 0.11 , 2.48 , 0.10 , 0.21 , 1.29 , 0.97 , 2.26 , 0.09 , 5.17 
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.80 , 1.08 , 108.00 , 1.42 , 142 , 446 , 0.53 , 3.36 , 0.13 , 3.10 , 0.12 , 0.26 , 1.61 , 1.21 , 2.82 , 0.11 , 6.45 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.10 , 1.15 , 115.00 , 1.75 , 175 , 550 , 0.72 , 5.25 , 0.21 , 4.85 , 0.19 , 0.40 , 2.52 , 1.89 , 4.41 , 0.18 , 10.09 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.10 , 1.08 , 108.00 , 0.94 , 94 , 295 , 0.14 , 1.39 , 0.06 , 1.28 , 0.05 , 0.11 , 0.67 , 0.50 , 1.17 , 0.05 , 2.67 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.30 , 0.73 , 73.00 , 0.94 , 94 , 295 , 0.14 , 1.39 , 0.06 , 1.28 , 0.05 , 0.11 , 0.67 , 0.50 , 1.17 , 0.05 , 2.67 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.30 , 0.84 , 84.00 , 1.05 , 105 , 330 , 0.25 , 1.76 , 0.07 , 1.62 , 0.06 , 0.14 , 0.84 , 0.63 , 1.48 , 0.06 , 3.38 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.60 , 0.93 , 93.00 , 1.34 , 134 , 421 , 0.47 , 2.96 , 0.12 , 2.74 , 0.11 , 0.23 , 1.42 , 1.07 , 2.49 , 0.10 , 5.70 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.30 , 0.81 , 81.00 , 1.14 , 114 , 358 , 0.32 , 2.10 , 0.08 , 1.94 , 0.08 , 0.16 , 1.01 , 0.76 , 1.76 , 0.07 , 4.03 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.20 , 0.97 , 97.00 , 1.13 , 113 , 355 , 0.31 , 2.06 , 0.08 , 1.90 , 0.08 , 0.16 , 0.99 , 0.74 , 1.73 , 0.07 , 3.96 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.80 , 1.07 , 107.00 , 1.24 , 124 , 390 , 0.40 , 2.51 , 0.10 , 2.32 , 0.09 , 0.19 , 1.21 , 0.90 , 2.11 , 0.08 , 4.83 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.90 , 0.96 , 96.00 , 1.08 , 108 , 339 , 0.27 , 1.87 , 0.07 , 1.72 , 0.07 , 0.14 , 0.90 , 0.67 , 1.57 , 0.06 , 3.59 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.40 , 0.64 , 64.00 , 1.12 , 112 , 352 , 0.31 , 2.02 , 0.08 , 1.86 , 0.07 , 0.16 , 0.97 , 0.73 , 1.70 , 0.07 , 3.88 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.10 , 0.71 , 71.00 , 0.95 , 95 , 298 , 0.15 , 1.42 , 0.06 , 1.31 , 0.05 , 0.11 , 0.68 , 0.51 , 1.19 , 0.05 , 2.73 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.70 , 0.93 , 93.00 , 1.25 , 125 , 393 , 0.41 , 2.55 , 0.10 , 2.36 , 0.09 , 0.20 , 1.23 , 0.92 , 2.15 , 0.09 , 4.91 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.10 , 0.84 , 84.00 , 0.98 , 98 , 308 , 0.18 , 1.52 , 0.06 , 1.40 , 0.06 , 0.12 , 0.73 , 0.55 , 1.27 , 0.05 , 2.92 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.60 , 0.88 , 88.00 , 1.05 , 105 , 330 , 0.25 , 1.76 , 0.07 , 1.62 , 0.06 , 0.14 , 0.84 , 0.63 , 1.48 , 0.06 , 3.38 
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.10 , 0.88 , 88.00 , 0.97 , 97 , 305 , 0.17 , 1.48 , 0.06 , 1.37 , 0.05 , 0.11 , 0.71 , 0.53 , 1.25 , 0.05 , 2.86 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 2.10 , 0.93 , 93.00 , 0.86 , 86 , 270 , 0.06 , 1.15 , 0.05 , 1.06 , 0.04 , 0.09 , 0.55 , 0.41 , 0.96 , 0.04 , 2.21 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.60 , 0.62 , 62.00 , 1.10 , 110 , 346 , 0.29 , 1.94 , 0.08 , 1.79 , 0.07 , 0.15 , 0.93 , 0.70 , 1.63 , 0.07 , 3.74 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 07,Avi,2016_2016 Sample Plot # 07_Avi, 1.90 , 0.62 , 62.00 , 1.03 , 103 , 324 , 0.23 , 1.69 , 0.07 , 1.56 , 0.06 , 0.13 , 0.81 , 0.61 , 1.42 , 0.06 , 3.25 
,,,,,,,,,,,,,,,,,,,,
2016,2016 Sample Plot # 08,Avi,2016_2016 Sample Plot # 08_Avi, 2.30 , 0.90 , 90.00 , 1.08 , 108 , 339 , 0.27 , 1.87 , 0.07 , 1.72 , 0.07 , 0.14 , 0.90 , 0.67 , 1.57 , 0.06 , 3.59 
2016,2016 Sample Plot # 08,Avi,2016_2016 Sample Plot # 08_Avi, 1.80 , 0.75 , 75.00 , 0.85 , 85 , 267 , 0.05 , 1.12 , 0.04 , 1.03 , 0.04 , 0.09 , 0.54 , 0.40 , 0.94 , 0.04 , 2.15 
2016,2016 Sample Plot # 08,Avi,2016_2016 Sample Plot # 08_Avi, 1.70 , 0.67 , 67.00 , 1.10 , 110 , 346 , 0.29 , 1.94 , 0.08 , 1.79 , 0.07 , 0.15 , 0.93 , 0.70 , 1.63 , 0.07 , 3.74 
