site,year,plot_name,full_plot_name,height_cm,crown_diameter_cm,total_tree_c_kg,total_tree_c_Mg_ha
A,2017,Sample_Plot#14,siteA_2017_plot_14,122,83,0.893,0.058
A,2017,Sample_Plot#09,siteA_2017_plot_09,122,82,0.871,0.057
A,2017,Sample_Plot#09,siteA_2017_plot_09,122,80,0.815,0.053
A,2017,Sample_Plot#14,siteA_2017_plot_14,122,74,0.689,0.045
A,2017,Sample_Plot#17,siteA_2017_plot_17,122,72,0.659,0.043
A,2010,Sample_Plot#02,siteA_2010_plot_02,122,71,0.63,0.041
A,2017,Sample_Plot#19,siteA_2017_plot_19,122,70,0.621,0.04
A,2017,Sample_Plot#16,siteA_2017_plot_16,122,64,0.512,0.033
A,2017,Sample_Plot#08,siteA_2017_plot_08,122,62,0.47,0.031
A,2017,Sample_Plot#12,siteA_2017_plot_12,122,60,0.446,0.029
A,2017,Sample_Plot#14,siteA_2017_plot_14,122,57.99999999999999,0.407,0.026
A,2017,Sample_Plot#09,siteA_2017_plot_09,122,55.00000000000001,0.37,0.024
A,2017,Sample_Plot#09,siteA_2017_plot_09,122,51,0.315,0.02
A,2017,Sample_Plot#09,siteA_2017_plot_09,122,50,0.302,0.02
A,2017,Sample_Plot#19,siteA_2017_plot_19,122,49,0.283,0.018
A,2017,Sample_Plot#16,siteA_2017_plot_16,122,46,0.247,0.016
A,2017,Sample_Plot#16,siteA_2017_plot_16,122,38,0.163,0.011
A,2017,Sample_Plot#19,siteA_2017_plot_19,122,37,0.159,0.01
A,2010,Sample_Plot#01,siteA_2010_plot_01,121,138,2.652,0.172
A,2017,Sample_Plot#23,siteA_2017_plot_23,121,138,2.652,0.172
A,2010,Sample_Plot#04,siteA_2010_plot_04,121,128,2.258,0.147
A,2010,Sample_Plot#01,siteA_2010_plot_01,121,114.99999999999999,1.779,0.116
A,2010,Sample_Plot#01,siteA_2010_plot_01,121,112.99999999999999,1.713,0.111
A,2010,Sample_Plot#01,siteA_2010_plot_01,121,107,1.523,0.099
A,2010,Sample_Plot#01,siteA_2010_plot_01,121,87,0.976,0.063
A,2017,Sample_Plot#14,siteA_2017_plot_14,121,84,0.905,0.059
A,2017,Sample_Plot#17,siteA_2017_plot_17,121,83,0.893,0.058
A,2017,Sample_Plot#27,siteA_2017_plot_27,121,83,0.893,0.058
A,2017,Sample_Plot#14,siteA_2017_plot_14,121,80,0.815,0.053
A,2017,Sample_Plot#35,siteA_2017_plot_35,121,78,0.772,0.05
A,2010,Sample_Plot#04,siteA_2010_plot_04,121,77,0.75,0.049
A,2017,Sample_Plot#14,siteA_2017_plot_14,121,73,0.679,0.044
A,2017,Sample_Plot#16,siteA_2017_plot_16,121,73,0.679,0.044
A,2010,Sample_Plot#05,siteA_2010_plot_05,121,62,0.479,0.031
A,2017,Sample_Plot#09,siteA_2017_plot_09,121,61,0.462,0.03
A,2010,Sample_Plot#03,siteA_2010_plot_03,121,60,0.446,0.029
A,2017,Sample_Plot#09,siteA_2017_plot_09,121,56.00000000000001,0.385,0.025
A,2017,Sample_Plot#14,siteA_2017_plot_14,121,56.00000000000001,0.378,0.025
A,2017,Sample_Plot#16,siteA_2017_plot_16,121,56.00000000000001,0.378,0.025
A,2017,Sample_Plot#17,siteA_2017_plot_17,121,55.00000000000001,0.363,0.024
A,2017,Sample_Plot#09,siteA_2017_plot_09,121,54,0.356,0.023
A,2017,Sample_Plot#16,siteA_2017_plot_16,121,52,0.328,0.021
A,2017,Sample_Plot#19,siteA_2017_plot_19,121,51,0.315,0.02
A,2017,Sample_Plot#17,siteA_2017_plot_17,121,45,0.241,0.016
A,2017,Sample_Plot#16,siteA_2017_plot_16,121,45,0.235,0.015
A,2017,Sample_Plot#19,siteA_2017_plot_19,121,43,0.219,0.014
A,2017,Sample_Plot#16,siteA_2017_plot_16,121,38,0.168,0.011
A,2017,Sample_Plot#29,siteA_2017_plot_29,120,132,2.412,0.157
A,2010,Sample_Plot#01,siteA_2010_plot_01,120,129,2.277,0.148
A,2010,Sample_Plot#04,siteA_2010_plot_04,120,121,2.002,0.13
A,2010,Sample_Plot#07,siteA_2010_plot_07,120,112.00000000000001,1.68,0.109
A,2017,Sample_Plot#27,siteA_2017_plot_27,120,112.00000000000001,1.68,0.109
A,2017,Sample_Plot#16,siteA_2017_plot_16,120,74,0.699,0.045
A,2017,Sample_Plot#14,siteA_2017_plot_14,120,74,0.689,0.045
A,2017,Sample_Plot#14,siteA_2017_plot_14,120,73,0.669,0.043
A,2017,Sample_Plot#28,siteA_2017_plot_28,120,70,0.621,0.04
A,2017,Sample_Plot#16,siteA_2017_plot_16,120,68,0.583,0.038
A,2017,Sample_Plot#08,siteA_2017_plot_08,120,68,0.574,0.037
A,2017,Sample_Plot#09,siteA_2017_plot_09,120,65,0.521,0.034
A,2010,Sample_Plot#03,siteA_2010_plot_03,120,62,0.47,0.031
A,2017,Sample_Plot#19,siteA_2017_plot_19,120,56.00000000000001,0.378,0.025
A,2010,Sample_Plot#06,siteA_2010_plot_06,120,54,0.349,0.023
A,2017,Sample_Plot#16,siteA_2017_plot_16,120,53,0.335,0.022
A,2017,Sample_Plot#09,siteA_2017_plot_09,120,44,0.224,0.015
A,2017,Sample_Plot#14,siteA_2017_plot_14,120,43,0.219,0.014
A,2017,Sample_Plot#17,siteA_2017_plot_17,120,39,0.173,0.011
A,2017,Sample_Plot#16,siteA_2017_plot_16,120,34,0.128,0.008
A,2017,Sample_Plot#17,siteA_2017_plot_17,120,31,0.109,0.007
A,2017,Sample_Plot#19,siteA_2017_plot_19,120,23,0.055,0.004
A,2017,Sample_Plot#27,siteA_2017_plot_27,119,126,2.183,0.142
A,2017,Sample_Plot#32,siteA_2017_plot_32,119,112.00000000000001,1.68,0.109
A,2010,Sample_Plot#05,siteA_2010_plot_05,119,91,1.075,0.07
A,2017,Sample_Plot#12,siteA_2017_plot_12,119,89,1.037,0.067
A,2017,Sample_Plot#12,siteA_2017_plot_12,119,86,0.964,0.063
A,2017,Sample_Plot#19,siteA_2017_plot_19,119,76,0.74,0.048
A,2017,Sample_Plot#08,siteA_2017_plot_08,119,75,0.709,0.046
A,2017,Sample_Plot#17,siteA_2017_plot_17,119,74,0.699,0.045
A,2017,Sample_Plot#09,siteA_2017_plot_09,119,74,0.689,0.045
A,2017,Sample_Plot#16,siteA_2017_plot_16,119,68,0.583,0.038
A,2017,Sample_Plot#33,siteA_2017_plot_33,119,67,0.565,0.037
A,2017,Sample_Plot#14,siteA_2017_plot_14,119,67,0.556,0.036
A,2017,Sample_Plot#16,siteA_2017_plot_16,119,66,0.547,0.036
A,2017,Sample_Plot#27,siteA_2017_plot_27,119,66,0.538,0.035
A,2017,Sample_Plot#14,siteA_2017_plot_14,119,65,0.53,0.034
A,2017,Sample_Plot#16,siteA_2017_plot_16,119,65,0.53,0.034
A,2017,Sample_Plot#08,siteA_2017_plot_08,119,64,0.512,0.033
A,2017,Sample_Plot#17,siteA_2017_plot_17,119,61,0.462,0.03
A,2010,Sample_Plot#05,siteA_2010_plot_05,119,59,0.43,0.028
A,2017,Sample_Plot#08,siteA_2017_plot_08,119,57.99999999999999,0.415,0.027
A,2017,Sample_Plot#14,siteA_2017_plot_14,119,56.00000000000001,0.385,0.025
A,2017,Sample_Plot#08,siteA_2017_plot_08,119,53,0.342,0.022
A,2017,Sample_Plot#17,siteA_2017_plot_17,119,53,0.335,0.022
A,2017,Sample_Plot#19,siteA_2017_plot_19,119,52,0.328,0.021
A,2017,Sample_Plot#17,siteA_2017_plot_17,119,51,0.309,0.02
A,2017,Sample_Plot#14,siteA_2017_plot_14,119,49,0.283,0.018
A,2017,Sample_Plot#12,siteA_2017_plot_12,119,48,0.277,0.018
A,2017,Sample_Plot#17,siteA_2017_plot_17,119,46,0.247,0.016
A,2017,Sample_Plot#08,siteA_2017_plot_08,119,45,0.241,0.016
A,2017,Sample_Plot#17,siteA_2017_plot_17,119,44,0.23,0.015
A,2017,Sample_Plot#12,siteA_2017_plot_12,119,43,0.219,0.014
A,2017,Sample_Plot#14,siteA_2017_plot_14,119,40,0.182,0.012
A,2017,Sample_Plot#19,siteA_2017_plot_19,119,33,0.12,0.008
A,2017,Sample_Plot#17,siteA_2017_plot_17,119,30,0.101,0.007
A,2017,Sample_Plot#19,siteA_2017_plot_19,119,25,0.069,0.004
A,2010,Sample_Plot#01,siteA_2010_plot_01,118,145,2.927,0.19
A,2017,Sample_Plot#14,siteA_2017_plot_14,118,95,1.193,0.077
A,2017,Sample_Plot#09,siteA_2017_plot_09,118,94,1.153,0.075
A,2010,Sample_Plot#02,siteA_2010_plot_02,118,80,0.826,0.054
A,2017,Sample_Plot#14,siteA_2017_plot_14,118,80,0.815,0.053
A,2017,Sample_Plot#09,siteA_2017_plot_09,118,78,0.772,0.05
A,2017,Sample_Plot#08,siteA_2017_plot_08,118,71,0.63,0.041
A,2010,Sample_Plot#03,siteA_2010_plot_03,118,68,0.583,0.038
A,2017,Sample_Plot#17,siteA_2017_plot_17,118,60,0.438,0.028
A,2017,Sample_Plot#09,siteA_2017_plot_09,118,59,0.423,0.027
A,2017,Sample_Plot#17,siteA_2017_plot_17,118,54,0.356,0.023
A,2010,Sample_Plot#03,siteA_2010_plot_03,118,53,0.335,0.022
A,2017,Sample_Plot#16,siteA_2017_plot_16,118,39,0.173,0.011
A,2017,Sample_Plot#09,siteA_2017_plot_09,118,37,0.154,0.01
A,2010,Sample_Plot#07,siteA_2010_plot_07,117,183,4.852,0.315
A,2010,Sample_Plot#07,siteA_2010_plot_07,117,173,4.302,0.279
A,2010,Sample_Plot#06,siteA_2010_plot_06,117,160,3.616,0.235
A,2010,Sample_Plot#01,siteA_2010_plot_01,117,153,3.308,0.215
A,2017,Sample_Plot#29,siteA_2017_plot_29,117,147,3.036,0.197
A,2017,Sample_Plot#29,siteA_2017_plot_29,117,131,2.353,0.153
A,2010,Sample_Plot#07,siteA_2010_plot_07,117,126,2.165,0.141
A,2010,Sample_Plot#04,siteA_2010_plot_04,117,114.99999999999999,1.795,0.117
A,2010,Sample_Plot#01,siteA_2010_plot_01,117,113.99999999999999,1.762,0.114
A,2010,Sample_Plot#04,siteA_2010_plot_04,117,107,1.523,0.099
A,2017,Sample_Plot#14,siteA_2017_plot_14,117,98,1.261,0.082
A,2017,Sample_Plot#08,siteA_2017_plot_08,117,92,1.101,0.072
A,2017,Sample_Plot#19,siteA_2017_plot_19,117,89,1.025,0.067
A,2010,Sample_Plot#01,siteA_2010_plot_01,117,88,1.013,0.066
A,2017,Sample_Plot#26,siteA_2017_plot_26,117,83,0.882,0.057
A,2010,Sample_Plot#02,siteA_2010_plot_02,117,82,0.871,0.057
A,2017,Sample_Plot#14,siteA_2017_plot_14,117,81,0.848,0.055
A,2010,Sample_Plot#02,siteA_2010_plot_02,117,78,0.772,0.05
A,2010,Sample_Plot#03,siteA_2010_plot_03,117,78,0.772,0.05
A,2017,Sample_Plot#12,siteA_2017_plot_12,117,72,0.649,0.042
A,2010,Sample_Plot#06,siteA_2010_plot_06,117,69,0.592,0.038
A,2017,Sample_Plot#09,siteA_2017_plot_09,117,69,0.592,0.038
A,2017,Sample_Plot#09,siteA_2017_plot_09,117,69,0.592,0.038
A,2017,Sample_Plot#19,siteA_2017_plot_19,117,69,0.592,0.038
A,2010,Sample_Plot#01,siteA_2010_plot_01,117,66,0.547,0.036
A,2017,Sample_Plot#08,siteA_2017_plot_08,117,66,0.538,0.035
A,2017,Sample_Plot#14,siteA_2017_plot_14,117,64,0.504,0.033
A,2017,Sample_Plot#09,siteA_2017_plot_09,117,63,0.487,0.032
A,2017,Sample_Plot#09,siteA_2017_plot_09,117,59,0.423,0.027
A,2017,Sample_Plot#16,siteA_2017_plot_16,117,59,0.423,0.027
A,2017,Sample_Plot#14,siteA_2017_plot_14,117,56.99999999999999,0.4,0.026
A,2017,Sample_Plot#08,siteA_2017_plot_08,117,56.99999999999999,0.392,0.025
A,2017,Sample_Plot#12,siteA_2017_plot_12,117,56.00000000000001,0.378,0.025
A,2017,Sample_Plot#12,siteA_2017_plot_12,117,55.00000000000001,0.363,0.024
A,2017,Sample_Plot#12,siteA_2017_plot_12,117,54,0.349,0.023
A,2017,Sample_Plot#14,siteA_2017_plot_14,117,53,0.342,0.022
A,2017,Sample_Plot#09,siteA_2017_plot_09,117,53,0.335,0.022
A,2017,Sample_Plot#23,siteA_2017_plot_23,117,52,0.328,0.021
A,2017,Sample_Plot#08,siteA_2017_plot_08,117,50,0.296,0.019
A,2017,Sample_Plot#09,siteA_2017_plot_09,117,49,0.283,0.018
A,2017,Sample_Plot#17,siteA_2017_plot_17,117,49,0.283,0.018
A,2017,Sample_Plot#27,siteA_2017_plot_27,117,48,0.277,0.018
A,2017,Sample_Plot#16,siteA_2017_plot_16,117,47,0.265,0.017
A,2017,Sample_Plot#12,siteA_2017_plot_12,117,47,0.259,0.017
A,2010,Sample_Plot#05,siteA_2010_plot_05,117,47,0.259,0.017
A,2017,Sample_Plot#14,siteA_2017_plot_14,117,44,0.224,0.015
A,2017,Sample_Plot#19,siteA_2017_plot_19,117,41,0.198,0.013
A,2017,Sample_Plot#19,siteA_2017_plot_19,117,40,0.182,0.012
A,2017,Sample_Plot#09,siteA_2017_plot_09,117,38,0.168,0.011
A,2017,Sample_Plot#16,siteA_2017_plot_16,117,38,0.168,0.011
A,2017,Sample_Plot#17,siteA_2017_plot_17,117,32,0.112,0.007
A,2017,Sample_Plot#17,siteA_2017_plot_17,117,31,0.105,0.007
A,2017,Sample_Plot#19,siteA_2017_plot_19,117,30,0.101,0.007
A,2017,Sample_Plot#19,siteA_2017_plot_19,117,28.999999999999996,0.094,0.006
A,2017,Sample_Plot#19,siteA_2017_plot_19,117,28.000000000000004,0.087,0.006
A,2017,Sample_Plot#35,siteA_2017_plot_35,116,134,2.471,0.16
A,2017,Sample_Plot#14,siteA_2017_plot_14,116,110.00000000000001,1.617,0.105
A,2010,Sample_Plot#01,siteA_2010_plot_01,116,107,1.539,0.1
A,2010,Sample_Plot#01,siteA_2010_plot_01,116,100,1.331,0.086
A,2017,Sample_Plot#13,siteA_2017_plot_13,116,93,1.127,0.073
A,2017,Sample_Plot#14,siteA_2017_plot_14,116,80,0.826,0.054
A,2017,Sample_Plot#09,siteA_2017_plot_09,116,78,0.782,0.051
A,2017,Sample_Plot#14,siteA_2017_plot_14,116,78,0.782,0.051
A,2017,Sample_Plot#09,siteA_2017_plot_09,116,75,0.709,0.046
A,2017,Sample_Plot#09,siteA_2017_plot_09,116,72,0.649,0.042
A,2017,Sample_Plot#35,siteA_2017_plot_35,116,72,0.649,0.042
A,2017,Sample_Plot#08,siteA_2017_plot_08,116,71,0.63,0.041
A,2017,Sample_Plot#17,siteA_2017_plot_17,116,69,0.592,0.038
A,2017,Sample_Plot#16,siteA_2017_plot_16,116,66,0.538,0.035
A,2017,Sample_Plot#16,siteA_2017_plot_16,116,66,0.538,0.035
A,2017,Sample_Plot#14,siteA_2017_plot_14,116,61,0.462,0.03
A,2017,Sample_Plot#19,siteA_2017_plot_19,116,56.99999999999999,0.4,0.026
A,2017,Sample_Plot#09,siteA_2017_plot_09,116,54,0.349,0.023
A,2017,Sample_Plot#16,siteA_2017_plot_16,116,54,0.349,0.023
A,2017,Sample_Plot#12,siteA_2017_plot_12,116,53,0.342,0.022
A,2017,Sample_Plot#08,siteA_2017_plot_08,116,52,0.328,0.021
A,2017,Sample_Plot#14,siteA_2017_plot_14,116,52,0.328,0.021
A,2017,Sample_Plot#08,siteA_2017_plot_08,116,51,0.315,0.02
A,2017,Sample_Plot#14,siteA_2017_plot_14,116,51,0.309,0.02
A,2017,Sample_Plot#12,siteA_2017_plot_12,116,50,0.302,0.02
A,2017,Sample_Plot#12,siteA_2017_plot_12,116,50,0.296,0.019
A,2017,Sample_Plot#16,siteA_2017_plot_16,116,49,0.289,0.019
A,2017,Sample_Plot#08,siteA_2017_plot_08,116,49,0.283,0.018
A,2017,Sample_Plot#16,siteA_2017_plot_16,116,48,0.277,0.018
A,2017,Sample_Plot#16,siteA_2017_plot_16,116,48,0.277,0.018
A,2017,Sample_Plot#08,siteA_2017_plot_08,116,47,0.259,0.017
A,2017,Sample_Plot#17,siteA_2017_plot_17,116,46,0.253,0.016
A,2017,Sample_Plot#17,siteA_2017_plot_17,116,45,0.235,0.015
A,2017,Sample_Plot#19,siteA_2017_plot_19,116,45,0.235,0.015
A,2017,Sample_Plot#12,siteA_2017_plot_12,116,44,0.23,0.015
A,2017,Sample_Plot#16,siteA_2017_plot_16,116,43,0.213,0.014
A,2017,Sample_Plot#16,siteA_2017_plot_16,116,39,0.173,0.011
A,2017,Sample_Plot#17,siteA_2017_plot_17,116,35,0.141,0.009
A,2017,Sample_Plot#16,siteA_2017_plot_16,116,34,0.128,0.008
A,2017,Sample_Plot#19,siteA_2017_plot_19,116,20,0.04,0.003
A,2017,Sample_Plot#32,siteA_2017_plot_32,115,140,2.735,0.178
A,2010,Sample_Plot#06,siteA_2010_plot_06,115,123,2.073,0.135
A,2010,Sample_Plot#03,siteA_2010_plot_03,115,112.99999999999999,1.729,0.112
A,2017,Sample_Plot#27,siteA_2017_plot_27,115,106,1.493,0.097
A,2017,Sample_Plot#28,siteA_2017_plot_28,115,103,1.404,0.091
A,2010,Sample_Plot#02,siteA_2010_plot_02,115,100,1.331,0.086
A,2010,Sample_Plot#04,siteA_2010_plot_04,115,100,1.317,0.086
A,2017,Sample_Plot#12,siteA_2017_plot_12,115,95,1.193,0.077
A,2010,Sample_Plot#02,siteA_2010_plot_02,115,94,1.153,0.075
A,2010,Sample_Plot#03,siteA_2010_plot_03,115,89,1.025,0.067
A,2017,Sample_Plot#13,siteA_2017_plot_13,115,85,0.928,0.06
A,2017,Sample_Plot#13,siteA_2017_plot_13,115,82,0.859,0.056
A,2017,Sample_Plot#14,siteA_2017_plot_14,115,81,0.837,0.054
A,2017,Sample_Plot#09,siteA_2017_plot_09,115,78,0.772,0.05
A,2017,Sample_Plot#29,siteA_2017_plot_29,115,78,0.772,0.05
A,2017,Sample_Plot#09,siteA_2017_plot_09,115,75,0.719,0.047
A,2017,Sample_Plot#09,siteA_2017_plot_09,115,73,0.669,0.043
A,2017,Sample_Plot#09,siteA_2017_plot_09,115,69,0.592,0.038
A,2017,Sample_Plot#19,siteA_2017_plot_19,115,69,0.592,0.038
A,2017,Sample_Plot#14,siteA_2017_plot_14,115,67,0.565,0.037
A,2017,Sample_Plot#08,siteA_2017_plot_08,115,66,0.547,0.036
A,2017,Sample_Plot#17,siteA_2017_plot_17,115,65,0.53,0.034
A,2017,Sample_Plot#14,siteA_2017_plot_14,115,64,0.512,0.033
A,2017,Sample_Plot#08,siteA_2017_plot_08,115,64,0.504,0.033
A,2017,Sample_Plot#08,siteA_2017_plot_08,115,64,0.504,0.033
A,2017,Sample_Plot#08,siteA_2017_plot_08,115,64,0.504,0.033
A,2017,Sample_Plot#16,siteA_2017_plot_16,115,63,0.495,0.032
A,2017,Sample_Plot#17,siteA_2017_plot_17,115,63,0.487,0.032
A,2017,Sample_Plot#08,siteA_2017_plot_08,115,62,0.479,0.031
A,2017,Sample_Plot#14,siteA_2017_plot_14,115,60,0.446,0.029
A,2017,Sample_Plot#09,siteA_2017_plot_09,115,60,0.438,0.028
A,2017,Sample_Plot#16,siteA_2017_plot_16,115,54,0.356,0.023
A,2017,Sample_Plot#12,siteA_2017_plot_12,115,52,0.322,0.021
A,2017,Sample_Plot#08,siteA_2017_plot_08,115,51,0.309,0.02
A,2017,Sample_Plot#17,siteA_2017_plot_17,115,49,0.289,0.019
A,2017,Sample_Plot#16,siteA_2017_plot_16,115,48,0.271,0.018
A,2017,Sample_Plot#08,siteA_2017_plot_08,115,46,0.253,0.016
A,2017,Sample_Plot#14,siteA_2017_plot_14,115,46,0.247,0.016
A,2017,Sample_Plot#16,siteA_2017_plot_16,115,45,0.235,0.015
A,2017,Sample_Plot#16,siteA_2017_plot_16,115,44,0.224,0.015
A,2017,Sample_Plot#16,siteA_2017_plot_16,115,44,0.224,0.015
A,2017,Sample_Plot#12,siteA_2017_plot_12,115,43,0.213,0.014
A,2017,Sample_Plot#16,siteA_2017_plot_16,115,43,0.213,0.014
A,2017,Sample_Plot#17,siteA_2017_plot_17,115,42,0.208,0.014
A,2017,Sample_Plot#19,siteA_2017_plot_19,115,38,0.168,0.011
A,2017,Sample_Plot#16,siteA_2017_plot_16,115,38,0.163,0.011
A,2017,Sample_Plot#08,siteA_2017_plot_08,115,33,0.124,0.008
A,2017,Sample_Plot#23,siteA_2017_plot_23,114,200,5.868,0.381
A,2017,Sample_Plot#26,siteA_2017_plot_26,114,140,2.735,0.178
A,2010,Sample_Plot#04,siteA_2010_plot_04,114,136,2.571,0.167
A,2017,Sample_Plot#27,siteA_2017_plot_27,114,109.00000000000001,1.585,0.103
A,2017,Sample_Plot#28,siteA_2017_plot_28,114,95,1.193,0.077
A,2017,Sample_Plot#14,siteA_2017_plot_14,114,95,1.179,0.077
A,2017,Sample_Plot#14,siteA_2017_plot_14,114,84,0.917,0.06
A,2017,Sample_Plot#14,siteA_2017_plot_14,114,80,0.815,0.053
A,2017,Sample_Plot#26,siteA_2017_plot_26,114,78,0.772,0.05
A,2017,Sample_Plot#09,siteA_2017_plot_09,114,77,0.75,0.049
A,2010,Sample_Plot#03,siteA_2010_plot_03,114,76,0.73,0.047
A,2017,Sample_Plot#08,siteA_2017_plot_08,114,76,0.73,0.047
A,2017,Sample_Plot#08,siteA_2017_plot_08,114,74,0.689,0.045
A,2017,Sample_Plot#16,siteA_2017_plot_16,114,74,0.689,0.045
A,2017,Sample_Plot#13,siteA_2017_plot_13,114,72,0.659,0.043
A,2017,Sample_Plot#12,siteA_2017_plot_12,114,71,0.63,0.041
A,2017,Sample_Plot#28,siteA_2017_plot_28,114,69,0.592,0.038
A,2017,Sample_Plot#12,siteA_2017_plot_12,114,67,0.556,0.036
A,2017,Sample_Plot#16,siteA_2017_plot_16,114,63,0.487,0.032
A,2017,Sample_Plot#14,siteA_2017_plot_14,114,60,0.446,0.029
A,2017,Sample_Plot#12,siteA_2017_plot_12,114,60,0.438,0.028
A,2017,Sample_Plot#09,siteA_2017_plot_09,114,59,0.423,0.027
A,2017,Sample_Plot#09,siteA_2017_plot_09,114,56.00000000000001,0.378,0.025
A,2017,Sample_Plot#09,siteA_2017_plot_09,114,56.00000000000001,0.378,0.025
A,2017,Sample_Plot#17,siteA_2017_plot_17,114,55.00000000000001,0.363,0.024
A,2017,Sample_Plot#08,siteA_2017_plot_08,114,54,0.356,0.023
A,2017,Sample_Plot#09,siteA_2017_plot_09,114,53,0.335,0.022
A,2017,Sample_Plot#19,siteA_2017_plot_19,114,50,0.302,0.02
A,2017,Sample_Plot#12,siteA_2017_plot_12,114,49,0.283,0.018
A,2017,Sample_Plot#17,siteA_2017_plot_17,114,48,0.271,0.018
A,2017,Sample_Plot#16,siteA_2017_plot_16,114,47,0.259,0.017
A,2010,Sample_Plot#02,siteA_2010_plot_02,113,199,5.774,0.375
A,2017,Sample_Plot#29,siteA_2017_plot_29,113,156,3.448,0.224
A,2010,Sample_Plot#02,siteA_2010_plot_02,113,154,3.331,0.216
A,2010,Sample_Plot#07,siteA_2010_plot_07,113,151,3.193,0.207
A,2010,Sample_Plot#04,siteA_2010_plot_04,113,122,2.02,0.131
A,2017,Sample_Plot#33,siteA_2017_plot_33,113,105,1.463,0.095
A,2010,Sample_Plot#06,siteA_2010_plot_06,113,98,1.261,0.082
A,2017,Sample_Plot#09,siteA_2017_plot_09,113,97,1.247,0.081
A,2017,Sample_Plot#09,siteA_2017_plot_09,113,96,1.206,0.078
A,2010,Sample_Plot#05,siteA_2010_plot_05,113,90,1.063,0.069
A,2017,Sample_Plot#09,siteA_2017_plot_09,113,86,0.964,0.063
A,2017,Sample_Plot#12,siteA_2017_plot_12,113,85,0.94,0.061
A,2017,Sample_Plot#13,siteA_2017_plot_13,113,85,0.94,0.061
A,2017,Sample_Plot#14,siteA_2017_plot_14,113,79,0.793,0.052
A,2017,Sample_Plot#09,siteA_2017_plot_09,113,77,0.761,0.049
A,2017,Sample_Plot#13,siteA_2017_plot_13,113,74,0.699,0.045
A,2017,Sample_Plot#09,siteA_2017_plot_09,113,73,0.679,0.044
A,2017,Sample_Plot#09,siteA_2017_plot_09,113,68,0.574,0.037
A,2017,Sample_Plot#16,siteA_2017_plot_16,113,67,0.556,0.036
A,2017,Sample_Plot#08,siteA_2017_plot_08,113,66,0.547,0.036
A,2017,Sample_Plot#12,siteA_2017_plot_12,113,66,0.547,0.036
A,2017,Sample_Plot#13,siteA_2017_plot_13,113,66,0.538,0.035
A,2017,Sample_Plot#14,siteA_2017_plot_14,113,66,0.538,0.035
A,2017,Sample_Plot#08,siteA_2017_plot_08,113,62,0.479,0.031
A,2017,Sample_Plot#16,siteA_2017_plot_16,113,62,0.47,0.031
A,2017,Sample_Plot#08,siteA_2017_plot_08,113,57.99999999999999,0.415,0.027
A,2017,Sample_Plot#19,siteA_2017_plot_19,113,56.00000000000001,0.378,0.025
A,2017,Sample_Plot#12,siteA_2017_plot_12,113,54,0.356,0.023
A,2017,Sample_Plot#13,siteA_2017_plot_13,113,54,0.356,0.023
A,2017,Sample_Plot#16,siteA_2017_plot_16,113,53,0.342,0.022
A,2017,Sample_Plot#09,siteA_2017_plot_09,113,53,0.335,0.022
A,2017,Sample_Plot#08,siteA_2017_plot_08,113,51,0.309,0.02
A,2017,Sample_Plot#09,siteA_2017_plot_09,113,50,0.296,0.019
A,2017,Sample_Plot#16,siteA_2017_plot_16,113,49,0.283,0.018
A,2017,Sample_Plot#17,siteA_2017_plot_17,113,48,0.271,0.018
A,2017,Sample_Plot#13,siteA_2017_plot_13,113,47,0.265,0.017
A,2017,Sample_Plot#12,siteA_2017_plot_12,113,46,0.253,0.016
A,2017,Sample_Plot#08,siteA_2017_plot_08,113,45,0.241,0.016
A,2017,Sample_Plot#08,siteA_2017_plot_08,113,45,0.235,0.015
A,2017,Sample_Plot#17,siteA_2017_plot_17,113,45,0.235,0.015
A,2017,Sample_Plot#29,siteA_2017_plot_29,113,44,0.23,0.015
A,2017,Sample_Plot#12,siteA_2017_plot_12,113,35,0.137,0.009
A,2017,Sample_Plot#16,siteA_2017_plot_16,113,26,0.071,0.005
A,2017,Sample_Plot#19,siteA_2017_plot_19,113,25,0.066,0.004
A,2017,Sample_Plot#16,siteA_2017_plot_16,113,21,0.045,0.003
A,2017,Sample_Plot#29,siteA_2017_plot_29,112,158,3.519,0.229
A,2010,Sample_Plot#06,siteA_2010_plot_06,112,126,2.183,0.142
A,2010,Sample_Plot#05,siteA_2010_plot_05,112,125,2.128,0.138
A,2010,Sample_Plot#03,siteA_2010_plot_03,112,111.00000000000001,1.664,0.108
A,2010,Sample_Plot#01,siteA_2010_plot_01,112,97,1.234,0.08
A,2017,Sample_Plot#26,siteA_2017_plot_26,112,92,1.101,0.072
A,2010,Sample_Plot#07,siteA_2010_plot_07,112,87,0.988,0.064
A,2017,Sample_Plot#14,siteA_2017_plot_14,112,83,0.893,0.058
A,2010,Sample_Plot#02,siteA_2010_plot_02,112,83,0.882,0.057
A,2010,Sample_Plot#07,siteA_2010_plot_07,112,79,0.793,0.052
A,2010,Sample_Plot#04,siteA_2010_plot_04,112,78,0.772,0.05
A,2010,Sample_Plot#05,siteA_2010_plot_05,112,75,0.709,0.046
A,2017,Sample_Plot#08,siteA_2017_plot_08,112,74,0.699,0.045
A,2017,Sample_Plot#19,siteA_2017_plot_19,112,74,0.699,0.045
A,2017,Sample_Plot#14,siteA_2017_plot_14,112,74,0.689,0.045
A,2017,Sample_Plot#17,siteA_2017_plot_17,112,74,0.689,0.045
